id,source,Latitude,Longitude,Permanent_Identifier,GNIS_Name,GNIS_ID,dist_dd,Station,Description,Slope,notes,lake_abbv,FDate,Resolution,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,NHDPlusID,VPUID,NW
1127,centers,41.2207122328125,-105.190588310937,120671420,North Crow Diversion Reservoir,1592132,4.441118857956e-4,NA,NA,NA,NA,NA,2004-05-17T06:36:39Z,2,0.023,NA,10190009000605,390,39004,0,0.0106511397845332,2.45433540128178e-6,23001900245387,1019,no
1128,centers,40.7081956855469,-105.232299147266,128075626,Seaman Reservoir,198441,0.00165010241433284,NA,NA,NA,NA,NA,2016-08-31T06:30:06Z,2,0.507,1669.7,10190007002301,390,39009,0,0.0674177062083724,5.4041698603405e-5,23001900250035,1019,no
1129,centers,40.21885055625,-105.53723459375,128057588,Copeland Lake,178205,5.4428793668548e-4,NA,NA,NA,NA,NA,2010-03-10T07:33:58Z,2,0.023,2533.5,10190005001016,390,39009,0,0.00636808015427809,2.39684917477845e-6,23001900250066,1019,no
1130,centers,39.6693833917969,-105.70167609492199,116936997,Clear Lake,181878,0.00124329147932551,NA,NA,NA,NA,NA,2007-09-15T04:02:36Z,2,0.108,3009.3,10190004000566,390,39009,0,0.0193416552888107,1.13211694092939e-5,23001900249622,1019,no
1131,centers,39.6723165785156,-105.669962407422,116936977,Lake Edith,181880,8.4948584833479e-4,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.042,NA,10190004000565,390,39004,0,0.0106457349208001,4.42266512849051e-6,23001900250093,1019,no
1132,centers,39.2398854464844,-104.959002970703,117821201,NA,NA,5.3148018438187e-4,NA,NA,NA,NA,NA,2004-01-12T16:00:00Z,2,0.018,NA,10190002001100,390,39004,0,0.00633840919947445,1.92166376513264e-6,23001900248923,1019,no
1133,centers,40.3421550820312,-105.687197439844,120819278,Spruce Lake,177814,4.40458908247e-4,NA,NA,NA,NA,NA,2007-05-19T15:03:48Z,2,0.016,NA,10190006000831,390,39004,0,0.00556388425666044,1.6644963326156e-6,23001900244306,1019,no
1134,centers,39.032390671875,-105.348839059375,127819209,NA,NA,3.3512364950816e-4,NA,NA,NA,NA,NA,2004-10-20T04:59:31Z,2,0.01,NA,10190001008209,390,39004,0,0.00482544431282003,1.0755186766508e-6,23001900245486,1019,no
1135,centers,40.1840145179687,-105.663714769531,128057683,Junco Lake,178201,8.1333446909832e-4,NA,NA,NA,NA,NA,2010-03-10T07:33:16Z,2,0.038,NA,10190005001309,390,39004,0,0.00884118481681262,4.00209848310852e-6,23001900247985,1019,no
1136,centers,39.8961273304687,-105.669665563281,128059168,NA,NA,5.6760734988001e-4,NA,NA,NA,NA,NA,2010-03-10T07:33:48Z,2,0.014,NA,10190005001283,390,39004,0,0.00454846313919359,1.47000907766006e-6,23001900247991,1019,no
1137,centers,40.4412238039062,-105.678785810156,120818941,Chiquita Lake,177600,4.5874034978623e-4,NA,NA,NA,NA,NA,2004-05-26T07:50:46Z,2,0.012,NA,10190006000783,390,39004,0,0.00504611262275921,1.29106769154965e-6,23001900238668,1019,no
1138,centers,39.5955193515625,-105.703769376562,116937215,NA,NA,5.2932810319062e-4,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.015,3508.3,10190004000578,390,39009,0,0.00556238734521143,1.53052335524663e-6,23001900248445,1019,no
1139,centers,39.9097602550781,-105.387429361328,128059194,Carter Lake,181130,5.1424812577521e-4,NA,NA,NA,NA,NA,2010-03-10T07:31:38Z,2,0.02,NA,10190005001287,390,39004,0,0.00631263838322867,2.1325250422781e-6,23001900239727,1019,no
1140,centers,40.2130112453125,-105.648856954688,128057578,Box Lake,204999,5.7590831487967e-4,NA,NA,NA,NA,NA,2010-03-10T07:33:46Z,2,0.015,NA,10190005001010,390,39004,0,0.00531826489463937,1.63356540162057e-6,23001900242187,1019,no
1141,centers,39.2945584855469,-105.708436531641,127818370,NA,NA,5.649936019719e-4,NA,NA,NA,NA,NA,2004-10-20T04:54:10Z,2,0.015,NA,10190001007416,390,39004,0,0.00486849532952101,1.51803165530794e-6,23001900246709,1019,no
1142,centers,39.1618832384766,-105.119284822461,117797753,NA,NA,8.2303413971582e-4,NA,NA,NA,NA,NA,2007-12-27T03:15:20Z,2,0.083,NA,10190002001107,390,39004,0,0.0152134831361933,8.63044457321131e-6,23001900246808,1019,no
1143,centers,39.9421688886719,-105.679490034766,128058889,NA,NA,3.8677257175527e-4,NA,NA,NA,NA,NA,2010-03-10T07:33:29Z,2,0.01,NA,10190005008467,390,39004,0,0.0042956663673778,1.07644666778734e-6,23001900237959,1019,no
1144,centers,39.9829826484375,-105.671861776562,128058715,Storm Lake,181003,7.1018574486452e-4,NA,NA,NA,NA,NA,2010-03-10T07:20:08Z,2,0.025,NA,10190005001227,390,39004,0,0.00644328313110343,2.61621917186541e-6,23001900237962,1019,no
1145,centers,39.675690384375,-105.704973453125,116936945,Green Lake,181879,8.1516008629502e-4,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.039,3023,10190004000562,390,39009,0,0.0095225955308779,4.13080021605896e-6,23001900238883,1019,no
1146,centers,38.9182201984375,-105.880256801562,127819468,NA,NA,5.8232627760524e-4,NA,NA,NA,NA,NA,2004-10-20T05:01:11Z,2,0.03,NA,10190001000984,390,39001,0,0.00883998521180735,3.14407419914227e-6,23001900242505,1019,no
1147,centers,38.938956659375,-105.621950209375,127819471,NA,NA,4.4202119338512e-4,NA,NA,NA,NA,NA,2004-10-20T05:01:11Z,2,0.018,NA,10190001008458,390,39001,0,0.0062183905477333,1.85092430536749e-6,23001900242506,1019,no
1148,centers,39.3832076679687,-105.773457558594,127818098,NA,NA,5.6223499824832e-4,NA,NA,NA,NA,NA,2004-10-20T04:52:26Z,2,0.028,NA,10190001007159,390,39001,0,0.00848520776737166,2.88529968663384e-6,23001900245877,1019,no
1149,centers,40.0889904052734,-105.620471833789,128058201,Blue Lake,178493,0.00130890753580188,NA,NA,NA,NA,NA,2010-03-10T07:33:32Z,2,0.092,NA,10190005001141,390,39004,0,0.0136769585597488,9.70198602769824e-6,23001900241765,1019,no
1150,centers,40.0551583769531,-105.620623955859,128058345,Green Lakes,202579,6.4005081408536e-4,NA,NA,NA,NA,NA,2010-03-10T07:34:14Z,2,0.041,NA,10190005001171,390,39004,0,0.0123867999705379,4.36047112421761e-6,23001900241772,1019,no
1151,centers,41.0379037711426,-105.266718978662,128074937,NA,NA,0.00208234874743964,NA,NA,NA,NA,NA,2004-10-22T13:49:09Z,2,0.313,2303.1,10190007013349,390,39009,0,0.040893024979751,3.34762619450478e-5,23001900241670,1019,no
1152,centers,40.8019211984375,-105.595927964063,128075342,Hiawatha Lake,170223,0.00124196800532778,NA,NA,NA,NA,NA,2004-10-22T13:51:35Z,2,0.116,NA,10190007002240,390,39004,0,0.0165057364036747,1.23317628550228e-5,23001900242094,1019,no
1153,centers,40.1115255277344,-105.284883935547,128058210,Joder Reservoir,197730,7.1936306654952e-4,NA,NA,NA,NA,NA,2010-03-10T07:32:33Z,2,0.028,NA,10190005001142,390,39004,0,0.00677506511974278,2.91634401315109e-6,23001900241329,1019,no
1154,centers,39.8329209171875,-105.646376760938,116935613,Saint Marys Lake,181372,6.7620307319034e-4,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.023,3258.3,10190004000439,390,39009,0,0.00644264368600479,2.39965359477231e-6,23001900246021,1019,no
1155,centers,39.1247307150391,-105.893208069336,127818844,NA,NA,7.1103210295072e-4,NA,NA,NA,NA,NA,2004-10-20T04:57:11Z,2,0.032,NA,10190001007872,390,39001,0,0.00835881885970748,3.30154263417561e-6,23001900240055,1019,no
1156,centers,39.0211775417969,-105.626580721484,127819175,NA,NA,5.7841026301395e-4,NA,NA,NA,NA,NA,2004-10-20T05:03:32Z,2,0.033,NA,10190001008182,390,39001,0,0.0122195574845551,3.46950263146202e-6,23001900240059,1019,no
1157,centers,38.9458242023438,-105.833903469531,127819391,NA,NA,5.5379816521294e-4,NA,NA,NA,NA,NA,2004-10-20T05:00:41Z,2,0.013,NA,10190001000979,390,39001,0,0.00461666197185549,1.39726892234823e-6,23001900241236,1019,no
1158,centers,40.2758522515625,-105.357792298437,2151a1b0-7efb-4b65-b5a3-7bc8e922e4c4,NA,NA,4.052971936365e-4,NA,NA,NA,NA,NA,2010-12-14T02:46:04Z,2,0.012,NA,10190006012220,390,39006,0,0.00547701000652739,1.21810875238056e-6,23001900244317,1019,no
1159,centers,38.9449767066406,-105.949568765234,127819354,NA,NA,2.8383622379979e-4,NA,NA,NA,NA,NA,2004-10-20T05:00:28Z,2,0.015,NA,10190001000974,390,39001,0,0.00843297694972259,1.54842995744892e-6,23001900241660,1019,no
1160,centers,39.7544359417969,-105.684885481641,116936337,NA,NA,3.532716928539e-4,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.014,NA,10190004002662,390,39004,0,0.00840100229726164,1.50011181310138e-6,23001900250523,1019,no
1161,centers,39.8595857845703,-105.669596030273,128059286,Little Echo Lake,181397,0.00103380619198817,NA,NA,NA,NA,NA,2010-03-10T07:21:59Z,2,0.045,3409.2,10190005001294,390,39009,0,0.00846795908459109,4.72517407643971e-6,23001900245601,1019,no
1162,centers,39.848677215625,-105.473650428125,116935597,Dory Lake,181577,7.7983517136279e-4,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.024,NA,10190004000438,390,39004,0,0.00593724400486069,2.51600137221232e-6,23001900245604,1019,no
1163,centers,39.1839542554688,-105.840008680469,127818649,NA,NA,3.6588032646591e-4,NA,NA,NA,NA,NA,2004-10-20T04:55:58Z,2,0.011,NA,10190001007684,390,39001,0,0.00480531657655953,1.10240671656225e-6,23001900249107,1019,no
1164,centers,39.1479269660156,-105.842895912109,127818758,NA,NA,5.7434862988479e-4,NA,NA,NA,NA,NA,2004-10-20T04:56:39Z,2,0.013,NA,10190001007791,390,39001,0,0.00436477843660856,1.36730426020724e-6,23001900247874,1019,no
1165,centers,40.6033377539062,-105.686433228906,128075877,Browns Lake,177304,0.00124670135125325,NA,NA,NA,NA,NA,2004-10-22T13:54:40Z,2,0.075,NA,10190007002375,390,39004,0,0.0113493505435834,7.99134949518715e-6,23001900249141,1019,no
1166,centers,39.6600432754883,-105.706331534863,116937043,Lower Cabin Creek Reservoir,200417,0.00146055200886975,NA,NA,NA,NA,NA,2016-08-31T07:22:08Z,2,0.14549487,NA,10190004000567,390,39004,0,0.0208446118066037,1.52700144393003e-5,23001900239278,1019,no
1167,centers,40.8521041371094,-105.648396361328,128075235,Panhandle Reservoir,197770,0.00157538646309213,NA,NA,NA,NA,NA,2007-12-26T14:19:09Z,2,0.2,NA,10190007002222,390,39004,0,0.0229926646916849,2.13797541047073e-5,23001900244310,1019,no
1168,centers,39.6437574224609,-105.615452116602,116937135,Idaho Springs Reservoir,181955,0.00106218812469104,NA,NA,NA,NA,NA,2007-09-15T04:02:52Z,2,0.072,3236.1,10190004000570,390,39009,0,0.0113909376375964,7.52911076773936e-6,23001900244311,1019,no
1169,centers,39.0729579453125,-105.252468329688,117825213,Hoder Recreation Reservoir,198841,7.1775636543225e-4,NA,NA,NA,NA,NA,2007-12-27T03:15:17Z,2,0.035,NA,10190002001116,390,39004,0,0.00871587652233779,3.62576682427017e-6,23001900244314,1019,no
1170,centers,39.7284731007812,-105.691099374219,116936659,NA,NA,0.00140856379121983,NA,NA,NA,NA,NA,2007-09-15T04:02:49Z,2,0.209,NA,10190004000550,390,39004,0,0.0233513671005389,2.19079248431109e-5,23001900243870,1019,no
1171,centers,40.5097497453125,-105.610205489063,120818886,Lake Husted,177319,5.9785975567661e-4,NA,NA,NA,NA,NA,2009-09-10T13:59:02Z,2,0.044,3379.6,10190006000775,390,39009,0,0.0127415964163305,4.62657265454097e-6,23001900247452,1019,no
1172,centers,40.1184771632812,-105.541650588281,128058067,Stapp Lakes,178490,6.1632047520721e-4,NA,NA,NA,NA,NA,2010-03-10T07:34:14Z,2,0.019,NA,10190005001120,390,39004,0,0.00532238569676334,1.99756728046192e-6,23001900248820,1019,no
1173,centers,38.9120928400635,-105.500308936597,127819642,Elevenmile Canyon Reservoir,203527,0.00498749351253258,NA,NA,NA,NA,NA,2012-06-13T17:00:00Z,2,12.5945342,2609.4,10190001000987,390,39009,0,0.425450885942548,0.00130835736452148,23001900238368,1019,no
1174,centers,39.0634912296875,-105.988967054687,127818983,NA,NA,5.8652728596658e-4,NA,NA,NA,NA,NA,2007-06-24T05:21:26Z,2,0.017,NA,10190001008004,390,39004,0,0.00507660171078483,1.76302562344372e-6,23001900239275,1019,no
1175,centers,39.7217676941406,-105.692980608984,116936747,NA,NA,4.4784729701518e-4,NA,NA,NA,NA,NA,2007-09-15T04:02:11Z,2,0.039,NA,10190004000553,390,39004,0,0.015686744690118,4.14046391827333e-6,23001900247235,1019,no
1176,centers,40.0014043798828,-105.686722483789,128058616,NA,NA,5.9861351520007e-4,NA,NA,NA,NA,NA,2010-03-10T07:26:35Z,2,0.037,3607.6,10190005008254,390,39009,0,0.00990423212257864,3.93193622111042e-6,23001900248813,1019,no
1177,centers,40.1195845435547,-105.399358619727,128058139,NA,NA,5.365662429545e-4,NA,NA,NA,NA,NA,2010-03-10T07:20:19Z,2,0.022,NA,10190005007861,390,39004,0,0.00625743151906148,2.34604837046603e-6,23001900248816,1019,no
1178,centers,40.36627269375,-105.77205344375,120819132,Highest Lake,204952,7.2331386648633e-4,NA,NA,NA,NA,NA,2004-05-26T07:51:48Z,2,0.026,NA,10190006000980,390,39004,0,0.00677106857182184,2.79856247349893e-6,23001900238683,1019,no
1179,centers,40.8602915335938,-105.242703761719,128075276,NA,NA,3.153281183007e-4,NA,NA,NA,NA,NA,2007-12-26T14:19:07Z,2,0.013,NA,10190007002228,390,39001,0,0.00672569090142643,1.43473633777925e-6,23001900237928,1019,no
1180,centers,39.0325176769531,-105.796827316797,127819116,NA,NA,0.00108548648120238,NA,NA,NA,NA,NA,2004-10-20T05:03:43Z,2,0.055,2697.5,10190001000958,390,39009,0,0.010540536375513,5.70810594224774e-6,23001900245895,1019,no
1181,centers,40.6530600675781,-105.790722824609,128075669,NA,NA,3.6338808258029e-4,NA,NA,NA,NA,NA,2004-10-22T13:53:30Z,2,0.01,2929.1,10190007002321,390,39009,0,0.00468944182826179,1.09109214549898e-6,23001900241683,1019,no
1182,centers,40.4773505306641,-105.692741612305,128076379,NA,NA,5.2641351771529e-4,NA,NA,NA,NA,NA,2007-12-26T14:19:26Z,2,0.022,NA,10190007002520,390,39004,0,0.00695561925900215,2.32706304389626e-6,23001900240922,1019,no
1183,centers,41.044087815625,-105.296600328125,128074916,NA,NA,5.9472333444848e-4,NA,NA,NA,NA,NA,2004-10-22T13:49:02Z,2,0.015,NA,10190007013337,390,39004,0,0.00470886988447816,1.58795559505679e-6,23001900242512,1019,no
1184,centers,41.0106655039063,-105.259257469531,128074987,NA,NA,4.4438609565876e-4,NA,NA,NA,NA,NA,2004-10-22T13:49:26Z,2,0.011,NA,10190007013406,390,39004,0,0.00462457514813833,1.21940570956662e-6,23001900242513,1019,no
1185,centers,39.1233907078125,-105.720114348438,127818868,NA,NA,5.1821112933063e-4,NA,NA,NA,NA,NA,2004-10-20T04:57:19Z,2,0.016,NA,10190001000949,390,39001,0,0.00560005318807201,1.63684474159597e-6,23001900246303,1019,no
1186,centers,39.2273011316406,-105.609307876953,127818604,Tarryall Reservoir,183661,0.00280806226921129,NA,NA,NA,NA,NA,2007-06-24T04:44:03Z,2,0.764,2700.5,10190001000936,390,39009,0,0.0506483277782354,7.96786314104578e-5,23001900245563,1019,no
1187,centers,39.0647584929687,-105.586639169531,127819092,NA,NA,3.7530515338362e-4,NA,NA,NA,NA,NA,2004-10-20T04:58:46Z,2,0.02,NA,10190001008109,390,39004,0,0.0106958593202663,2.11824658226944e-6,23001900245894,1019,no
1188,centers,39.8395142576172,-105.681227316211,116935583,Steuart Lake,181405,5.8035531070286e-4,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.021,NA,10190004000432,390,39004,0,0.00630953641900159,2.17595860656783e-6,23001900249229,1019,no
1189,centers,40.8813339125976,-105.348323994629,128075226,Halligan Reservoir,170127,0.00278300126939508,NA,NA,NA,NA,NA,2007-12-26T14:19:07Z,2,1.037,1937,10190007002219,390,39009,0,0.122977112739305,1.1074761303386e-4,23001900250465,1019,no
1190,centers,40.1158849425781,-105.537289411328,128058096,NA,NA,4.6351113416322e-4,NA,NA,NA,NA,NA,2010-03-10T07:25:26Z,2,0.014,NA,10190005001124,390,39004,0,0.00552374929443314,1.47582869981895e-6,23001900244331,1019,no
1191,centers,40.507774409375,-105.600971728125,120818888,Lost Lake,177322,7.7944466228193e-4,NA,NA,NA,NA,NA,2004-05-26T07:50:27Z,2,0.03,3265.6,10190006000776,390,39009,0,0.00694461802532465,3.14070390803996e-6,23001900244560,1019,no
1192,centers,40.8543598261719,-105.199262740234,128075291,NA,NA,5.8297508303743e-4,NA,NA,NA,NA,NA,2004-10-22T13:51:16Z,2,0.017,NA,10190007002232,390,39001,0,0.00539662109108153,1.8632505164399e-6,23001900249133,1019,no
1193,centers,40.7976770616211,-105.558800987793,128075363,Dowdy Lake,170227,0.00193059864190385,NA,NA,NA,NA,NA,2004-10-22T13:51:43Z,2,0.421,2479.6,10190007002244,390,39009,0,0.0515008545348915,4.49403082471792e-5,23001900249136,1019,no
1194,centers,40.2680475414062,-105.631729049219,120819631,Blue Lake,177867,4.5225905619214e-4,NA,NA,NA,NA,NA,2004-05-26T07:54:26Z,2,0.01,NA,10190006000937,390,39004,0,0.00419654298550802,1.04629524341128e-6,23001900247818,1019,no
1195,centers,39.1542781109375,-105.714270748437,127818773,NA,NA,6.429849671704e-4,NA,NA,NA,NA,NA,2012-06-13T17:00:00Z,2,0.01739781,NA,10190001007802,390,39001,0,0.00495640063141364,1.81299001437048e-6,23001900247959,1019,no
1196,centers,38.9340507060547,-105.896735913477,127819423,NA,NA,4.8893990212294e-4,NA,NA,NA,NA,NA,2007-06-24T04:48:27Z,2,0.02,NA,10190001000997,390,39001,0,0.00840378501319384,2.05444385587085e-6,23001900247960,1019,no
1197,centers,39.8198663164062,-105.702995419531,116935643,Slater Lake,181380,4.7550008627993e-4,NA,NA,NA,NA,NA,2007-09-15T04:01:42Z,2,0.016,3470.2,10190004000443,390,39009,0,0.0054605630425377,1.66218194597131e-6,23001900238370,1019,no
1198,centers,40.6170862144531,-105.910773224609,128075762,Hang Lake,177238,4.7576426234446e-4,NA,NA,NA,NA,NA,2010-07-22T02:09:26Z,2,0.012,NA,10190007025479,390,39004,0,0.00479424979646716,1.31411196258761e-6,23001900239281,1019,no
1199,centers,41.1222478546875,-105.336019451563,120639441,NA,NA,4.8308383105236e-4,NA,NA,NA,NA,NA,2004-04-28T09:34:51Z,2,0.01,NA,10190008001359,390,39001,0,0.00420129472226385,1.10299147659463e-6,23001900239019,1019,no
1200,centers,39.8546087548828,-105.677274075977,128059298,James Peak Lake,181398,4.6819863330836e-4,NA,NA,NA,NA,NA,2010-03-10T07:32:35Z,2,0.03,3417.4,10190005001295,390,39009,0,0.0108561337952571,3.15173630357732e-6,23001900247252,1019,no
1201,centers,39.9404346972656,-105.687523137109,128058892,King Lake,180997,9.7481354338e-4,NA,NA,NA,NA,NA,2010-03-10T07:28:39Z,2,0.042,3484.2,10190005001301,390,39009,0,0.00785768898183846,4.44924309728317e-6,23001900248826,1019,no
1202,centers,39.6155215825195,-105.634646359082,116937187,Chicago Lakes,182478,0.00140902931049483,NA,NA,NA,NA,NA,2007-09-15T04:03:22Z,2,0.097,3480.8,10190004000573,390,39009,0,0.0125669158279512,1.02025738016106e-5,23001900237502,1019,no
1203,centers,39.2018280247803,-105.277618365503,120030962,Cheesman Lake,183689,0.00276341603144115,NA,NA,NA,NA,NA,2012-10-28T17:00:00Z,2,3.58143493,2085.4416,10190002001101,390,39009,0,0.316794583594065,3.7342876352423e-4,23001900237929,1019,no
1204,centers,40.3263781660156,-105.625494299609,120819406,Bierstadt Lake,202510,6.2020480946808e-4,NA,NA,NA,NA,NA,2004-05-26T07:53:12Z,2,0.032,2870,10190006000864,390,39009,0,0.00798897729544387,3.40033396499705e-6,23001900239123,1019,no
1205,centers,40.5543674328125,-105.603150732813,128076102,NA,NA,4.5094222843901e-4,NA,NA,NA,NA,NA,2004-10-22T13:55:55Z,2,0.011,NA,10190007014281,390,39004,0,0.00469491018791972,1.221895071758e-6,23001900242533,1019,no
1206,centers,39.14294386875,-105.16050845625,117844343,J O Hill Reservoir,198723,0.00108653225508041,NA,NA,NA,NA,NA,2007-12-27T03:15:19Z,2,0.075,NA,10190002001110,390,39004,0,0.0121459249930849,7.78031880922774e-6,23001900238373,1019,no
1207,centers,40.1696782160156,-105.631796492578,128057766,NA,NA,5.4066753640641e-4,NA,NA,NA,NA,NA,2010-03-10T07:29:46Z,2,0.018,3307.7,10190005001063,390,39009,0,0.00621430343339697,1.90245984301838e-6,23001900245575,1019,no
1208,centers,40.0002558,-105.6702988,128058636,NA,NA,5.2489384350112e-4,NA,NA,NA,NA,NA,2010-03-10T07:33:24Z,2,0.02,NA,10190005001214,390,39004,0,0.00627537120038955,2.14176896444178e-6,23001900245997,1019,no
1209,centers,41.0489174740234,-105.259856868945,120639481,Twin Mountains Lake,1595805,0.00115608343837658,NA,NA,NA,NA,NA,2004-04-28T09:35:04Z,2,0.066,NA,10190008000283,390,39004,0,0.0108097094898649,7.0854588913716e-6,23001900241904,1019,no
1210,centers,39.6002911150391,-105.753147177539,116937199,Silver Dollar Lake,182452,0.00124569119106566,NA,NA,NA,NA,NA,2004-01-09T16:00:00Z,2,0.07,3642.4,10190004000577,390,39009,0,0.0103944824132722,7.30505082841566e-6,23001900241359,1019,no
1211,centers,38.9244446394531,-105.209589748828,127819640,NA,NA,3.5008705713666e-4,NA,NA,NA,NA,NA,2004-10-20T05:02:18Z,2,0.014,NA,10190001008619,390,39004,0,0.00595025948101685,1.47105498653877e-6,23001900245904,1019,no
1212,centers,39.0257541025391,-105.655687175586,127819136,NA,NA,4.0690349127973e-4,NA,NA,NA,NA,NA,2004-10-20T04:59:04Z,2,0.017,NA,10190001008151,390,39004,0,0.00788113775113763,1.78708589889487e-6,23001900242071,1019,no
1213,centers,40.64638471875,-105.78826453125,128075696,NA,NA,6.3500042131069e-4,NA,NA,NA,NA,NA,2004-10-22T13:53:39Z,2,0.022,2939.8,10190007002326,390,39009,0,0.00625717171818785,2.3662372326526e-6,23001900246326,1019,no
1214,centers,39.6836759453125,-105.363480776562,117810101,NA,NA,5.6835025763495e-4,NA,NA,NA,NA,NA,2004-01-12T16:00:00Z,2,0.015,NA,10190002013940,390,39004,0,0.00497786550871319,1.5325515641068e-6,23001900246518,1019,no
1215,centers,40.7708306962891,-105.526668281445,128075433,NA,NA,5.9231003641259e-4,NA,NA,NA,NA,NA,2004-10-22T13:52:08Z,2,0.026,NA,10190007002263,390,39004,0,0.00869651780647915,2.79829638023291e-6,23001900246742,1019,no
1216,centers,40.23776200625,-105.64168034375,128057535,Lion Lake Number 2,178174,5.1390457222425e-4,NA,NA,NA,NA,NA,2010-03-10T07:20:59Z,2,0.015,NA,10190005000990,390,39004,0,0.00490478291570458,1.5758168328758e-6,23001900246005,1019,no
1217,centers,39.3114862554688,-105.780505208594,127818283,Milligan Lakes,183426,5.0945218197107e-4,NA,NA,NA,NA,NA,2011-02-04T04:39:51Z,2,0.014,NA,10190001000923,390,39001,0,0.00468714520881514,1.46358089985964e-6,23001900249940,1019,no
1218,centers,40.3840326766602,-105.760950010059,120819051,Arrowhead Lake,177525,0.00134422921136942,NA,NA,NA,NA,NA,2004-05-26T07:51:21Z,2,0.138,NA,10190006000802,390,39004,0,0.0231782119421153,1.46634286655631e-5,23001900244572,1019,no
1219,centers,40.3421057636719,-105.729574633203,120819241,Rainbow Lake,177802,9.3404639818488e-4,NA,NA,NA,NA,NA,2004-05-26T07:52:21Z,2,0.039,NA,10190006000984,390,39004,0,0.00767543290492585,4.09857087393592e-6,23001900244574,1019,no
1220,centers,39.0695120310547,-105.908306039258,127818972,NA,NA,7.0879380601608e-4,NA,NA,NA,NA,NA,2004-10-20T04:58:00Z,2,0.088,NA,10190001007994,390,39004,0,0.0251077007209237,9.13696254726468e-6,23001900245479,1019,no
1221,centers,40.5082068265625,-105.621229251563,120818887,Lake Louise,177320,5.1850239418256e-4,NA,NA,NA,NA,NA,2007-05-19T15:00:42Z,2,0.024,NA,10190006000774,390,39004,0,0.00985698843666249,2.58846682754235e-6,23001900244728,1019,no
1222,centers,38.9768209042969,-105.874311591016,127819255,NA,NA,6.4159774863394e-4,NA,NA,NA,NA,NA,2004-10-20T04:59:50Z,2,0.017,NA,10190001008256,390,39001,0,0.00489951259469619,1.80507918772682e-6,23001900245899,1019,no
1223,centers,40.3447046625244,-105.216604073608,120819486,Carter Lake Reservoir,178047,0.00746659820164578,NA,NA,NA,NA,NA,2004-05-26T07:53:39Z,2,4.533,1755.3,10190006000870,390,39009,0,0.122344885070393,4.8044141983297e-4,23001900245424,1019,yes
1224,centers,40.8050025476562,-105.250208582031,128075402,NA,NA,7.3395279879112e-4,NA,NA,NA,NA,NA,2004-10-22T13:51:57Z,2,0.03,NA,10190007002631,390,39001,0,0.00696091249216239,3.18660529900439e-6,23001900246323,1019,no
1225,centers,39.3050674011719,-105.887132223047,127818267,Como Lake,183393,0.00132274769670458,NA,NA,NA,NA,NA,2004-10-20T04:53:31Z,2,0.116,NA,10190001000924,390,39004,0,0.0169711848983888,1.21269497623808e-5,23001900233208,1019,no
1226,centers,39.2768468042969,-105.818288060547,127818401,NA,NA,9.1341741058455e-4,NA,NA,NA,NA,NA,2004-10-20T04:54:23Z,2,0.047,NA,10190001007442,390,39004,0,0.00902838399418667,4.91895596025872e-6,23001900233212,1019,no
1227,centers,39.1493498859375,-105.838462598438,127818752,NA,NA,5.0291259571561e-4,NA,NA,NA,NA,NA,2004-10-20T04:56:36Z,2,0.011,NA,10190001007785,390,39001,0,0.00397951203630864,1.14832481864614e-6,23001900236165,1019,no
1228,centers,39.1367932144531,-105.863170561328,127818790,NA,NA,5.9647649444447e-4,NA,NA,NA,NA,NA,2004-10-20T05:03:41Z,2,0.032,2764.5,10190001000944,390,39009,0,0.00789804664297651,3.28293183649817e-6,23001900236166,1019,no
1229,centers,40.3369478849609,-105.676308410352,120819339,Fern Lake,177816,6.1933701049793e-4,NA,NA,NA,NA,NA,2004-05-26T07:52:48Z,2,0.029,NA,10190006000844,390,39004,0,0.00735802170948081,3.02078860840942e-6,23001900236538,1019,no
1230,centers,39.0051008453125,-105.896629032812,127819151,NA,NA,6.0464992618652e-4,NA,NA,NA,NA,NA,2004-10-20T04:59:10Z,2,0.013,NA,10190001000962,390,39001,0,0.00421099432754006,1.36600644019203e-6,23001900236606,1019,no
1231,centers,40.6540579960937,-105.191866808594,128075822,NA,NA,5.2036947249764e-4,NA,NA,NA,NA,NA,2004-10-22T13:48:11Z,2,0.03,NA,10190007013214,436,43612,0,0.0094845913238281,3.24005660991508e-6,23001900236628,1019,no
1232,centers,39.2784247953125,-106.487917564062,133049038,Virginia Lake,179815,4.2181226275109e-4,NA,NA,NA,NA,NA,2008-02-07T09:43:55Z,2,0.01,NA,11020001013240,390,39004,0,0.00428364843378265,1.02317145906216e-6,21000900217310,1102,no
1233,centers,39.3424930402344,-106.335755333984,133048854,Sylvan Lakes,179867,4.4739070266927e-4,NA,NA,NA,NA,NA,2010-06-15T07:47:36Z,2,0.011,NA,11020001013061,390,39004,0,0.00444693203259758,1.14492660311449e-6,21000900217417,1102,no
